,作者名字,分数,评论次数,评论,date
1781,卝卝戛,10,0,我的身体里细胞都开始谈恋爱了，我竟然还是单身0.0,2018-07-08 08:40:22
1782,没有的梦,10,0,虽然以前有过像这样的题材，不过还是这种挺好的,2018-07-08 08:40:28
1783,小小缬草,10,0,qwq感觉预感画风很棒啊,2018-07-08 08:43:30
1784,末乐终章,10,0,好评,2018-07-08 08:45:34
1785,Death's eyes,10,0,又多了一个舔伤口的理由,2018-07-08 08:46:55
1786,你走得太远了,10,0,这都是些什么新番？还特喵的莫名的好看?,2018-07-08 08:47:33
1787,大慈大悲的老睿智,10,0,好看，真的,2018-07-08 08:48:10
1788,梦幻的秘境,10,0,怎么说 这是一个非常有亮点 的一部 学习番，大爱,2018-07-08 08:49:02
1789,樱吹士廷,10,0,很有意思的科普教育番,2018-07-08 08:49:09
1790,看見你的聲音,10,0,值得一看的动漫 很不错啦,2018-07-08 08:51:23
1791,文思豆羹,10,0,可爱搞笑有节奏，这番稳了，这才是有趣的搞笑漫！,2018-07-08 08:51:53
1792,神明馈赠怜悯之光,10,0,很好的动漫，白血球好帅啊！,2018-07-08 08:52:03
1793,じ友利奈绪ぺ,10,0,啊，是血小板。我的血小板好可爱，阿秋。,2018-07-08 08:53:05
1794,六号H1型虎,10,0,别说了，好评,2018-07-08 08:53:06
1795,润玺是W,10,0,可以,2018-07-08 08:53:32
1796,tjqsst,10,0,题材很新颖诶，而且画风剧情都很不错的！,2018-07-08 08:53:56
1797,逆卷兰溪酱酱,10,0,科普人体超有趣哒～看完生物都变好了诶,2018-07-08 08:54:10
1798,洗碗用飘柔,10,0,血小板超萌的！！！,2018-07-08 08:55:59
1799,BLEACHwsy,10,0,血小板好萌！当我女儿可好？巨噬细胞当我老婆,2018-07-08 08:57:32
1800,王哈桑Assassin,10,0,正经（雾）的硬盒科普番,2018-07-08 08:57:59
1801,Fritener1x14,10,0,追定了（｡ò ∀ ó｡）,2018-07-08 08:58:08
1802,狸不归,10,0,很可爱的番呢，严肃科普中夹杂着恋爱的酸臭味,2018-07-08 08:58:11
1803,GoiGio,8,0,血小板可爱ớ ₃ờ   t细胞哈哈哈 白细胞~,2018-07-08 08:58:43
1804,红茶Warm,10,0,生物课,2018-07-08 08:58:50
1805,哉哉君,10,0,好久没有看到过这么有趣的动漫了,2018-07-08 08:59:16
1806,耐爆的斯♂叔,10,0,需要更多这样的科普并且不zz的动画。血小板萌出血。,2018-07-08 08:59:29
1807,瓜寸丶,10,0,6,2018-07-08 09:00:06
1808,THE-刃之,10,0,别抢别抢，血小板很多，大家一个一个分（笑死我了）,2018-07-08 09:01:58
1809,夢荇莳芬,10,0,学生物的福音啊，虽然我不是学生物的⊙ω⊙,2018-07-08 09:02:05
1810,星落H晨,10,0,很好的科普向动漫，希望国内也能出这种通俗易懂，简单有趣的动漫,2018-07-08 09:02:27
1811,重炮轟炸,10,0,老夫的生物有救了,2018-07-08 09:02:30
1812,世界第一狗,10,0,超级有趣！！！我爱血小板！！！,2018-07-08 09:02:41
1813,凌昊阳,10,0,值得高分，声优画面剧情观感都很棒,2018-07-08 09:03:46
1814,木子大轩,10,0,搞笑与燃，萌和科普，真是棒极了！,2018-07-08 09:04:09
1815,依然羽,10,0,啊啊啊！科普番还可以这么搞笑又萌，吹爆！,2018-07-08 09:05:26
1816,dark苟雄,10,0,看来劳资生物有救了,2018-07-08 09:07:18
1817,你是个好人real,10,0,七月霸主,2018-07-08 09:08:42
1818,苏慕瑾瑾瑾瑾,10,0,超级好看,2018-07-08 09:14:07
1819,本子畫師和泉紗霧,10,0,长知识又好看 个人很推荐,2018-07-08 09:15:06
1820,木曾家的义仲,10,0,溜了溜了,2018-07-08 09:15:25
1821,jz小禹,10,0,别的不说，等这么长时间就是为了给这个番五星好评！,2018-07-08 09:16:46
1822,萧宸ww,10,0,很棒的动漫，香菜也一如既往的元气满满，理科生福利,2018-07-08 09:16:53
1823,noheike,10,0,夭寿啦我在b站学生物,2018-07-08 09:19:09
1824,はなよめ乔妹,10,0,教科书通通丢掉！,2018-07-08 09:20:42
1825,终有花谢然,10,0,好评如潮,2018-07-08 09:21:39
1826,六咲枫,10,0,看到有人说动物身体内的会不会是兽耳，我想问一句，植物细胞是怎么样？,2018-07-08 09:22:14
1827,Pucelle_,10,0,啊这类科普类又很奇妙的动漫真吊我胃口,2018-07-08 09:22:39
1828,自由玩者,10,0,真的很好看，已经成功吸引到了我这个已经看过原作的人。极力推荐,2018-07-08 09:24:12
1829,荒川镇iron,10,0,好看！,2018-07-08 09:25:04
1830,LACUSWELT,10,0,这个暑假最期待的番(⁄ ⁄•⁄ω⁄•⁄ ⁄),2018-07-08 09:25:53
1831,我才不是呆萌,10,0,用于科普生物简直是太棒了,2018-07-08 09:27:01
1832,炽天使-彦,10,0,有一部隐藏霸权，堪比6月的妖精森林ʕ̢̣̣̣̣̩̩̩̩·͡˔·ོɁ̡̣̣̣̣̩̩̩̩,2018-07-08 09:27:17
1833,老哥冲冲冲,10,0,又一神番，看好,2018-07-08 09:28:11
1834,弗兰西斯·厄克特,10,0,绝赞好评，尤其是红细胞的呆萌和血小板的萌！,2018-07-08 09:29:21
1835,红警3逗号,10,0,细胞万岁^_^！,2018-07-08 09:30:09
1836,浮蝣NO-2049,10,0,我要把这部番推荐给我们生物老师o(≧口≦)o超级棒的番！！！,2018-07-08 09:30:36
1837,真实猛男美羽酱,10,0,真的不错,2018-07-08 09:31:15
1838,围脖微薄,10,0,萌点与知识并存,2018-07-08 09:31:17
1839,40knives,10,0,活着挺好的,2018-07-08 09:31:54
1840,三个八万,10,0,NICE,2018-07-08 09:33:13
1841,Vans屋阿银,10,0,血小板，我爱你,2018-07-08 09:34:21
1842,料逼TM,10,0,先攒着，给五星,2018-07-08 09:35:04
1843,柃鹿子小朋友w,10,0,啊啊啊啊啊我吹爆白细胞ヾ(´▽｀;)ゝ,2018-07-08 09:35:59
1844,岛艾玛,10,0,单身久了 ，看个红细胞都觉得眉清目秀,2018-07-08 09:36:35
1845,抖S腹黑的夏野雾姬,10,0,看完这部番，我感觉我找到了我身体不适的原因。,2018-07-08 09:41:06
1846,mo猫咪桑,10,0,超好看而且还能复习生物知识，虽然我是文科生……另外，血小板好萌啊！,2018-07-08 09:42:20
1847,冰海精灵_,10,0,超棒，希望有更多这种动画！还有，香菜一如既往的可爱！,2018-07-08 09:45:28
1848,The-black-cloud,10,0,爽爆好吧,2018-07-08 09:46:00
1849,-Kokyuu-,10,0,血小板真的太萌了,2018-07-08 09:48:48
1850,叶长叶,10,0,我永远喜欢白血球红血球和血小板.jpg,2018-07-08 09:48:59
1851,打不着的大肉包,10,0,学习生物必修课,2018-07-08 09:49:09
1852,薇集丸,6,1,好看，也只有这两个字了,2018-07-08 09:50:14
1853,安和桥的影子,10,0,血小板好萌！！！,2018-07-08 09:51:37
1854,吾似昔人,10,0,各种意义上的优秀,2018-07-08 09:51:42
1855,二次元沙,10,0,力挺力挺力挺!,2018-07-08 09:53:53
1856,云柳不知秋,10,0,可爱又科普，医学生吹爆,2018-07-08 09:55:40
1857,Ciako,10,0,五星，没人有话讲吧？,2018-07-08 09:57:10
1858,修仙中的纽扣,10,0,打算学医的孩子的注视(๑´•ω•),2018-07-08 09:58:26
1859,澄樱朔,10,0,看起来很轻松| ू•ૅω•́)ᵎᵎᵎ,2018-07-08 09:59:07
1860,不死神之帝,10,0,很不错,2018-07-08 10:01:07
1861,墨染紫藤,10,0,( ^ω^),2018-07-08 10:01:22
1862,为什么不组我,10,0,超级好看！,2018-07-08 10:03:55
1863,黑饭鱼,10,0,值得追,2018-07-08 10:04:04
1864,琥珀Victor,10,0,我 ，热爱学习,2018-07-08 10:06:31
1865,梦静gabby,10,0,喜欢~,2018-07-08 10:06:37
1866,啰啰洛宿咻咻,10,0,血小板可爱死啦！！！,2018-07-08 10:06:48
1867,Bili_5233492,10,0,这也太好看了吧,2018-07-08 10:06:54
1868,穹爱悠,10,0,好看~,2018-07-08 10:09:27
1869,顾问GuWen,10,0,墙裂推荐,2018-07-08 10:10:13
1870,不会咕咕的咕咕,10,0,完美啊，科普了生物，又赚了老婆，而且现实当中还有，唯一问题是这番里面抓捕方式太-_-||，怕是还没把所有病原体都抓住我就先被怼死了,2018-07-08 10:10:23
1871,垂水小荳,10,0,墙裂推荐！！超棒的番！,2018-07-08 10:10:32
1872,二次元的小不点,10,0,强烈推荐这部脑洞超大的热血战斗搞笑生物知识普及番，妈妈再也不用担心我的生物考不及格了！,2018-07-08 10:12:12
1873,《挪威的森林》,10,0,啊啊啊啊啊，血小板好可爱！白细胞好帅！红细胞是迷路小天才！,2018-07-08 10:13:18
1874,宫本尤泽,10,0,怎么说呢，这部番，可以边学习边看细胞谈恋爱，很搞笑的番，喜欢,2018-07-08 10:16:08
1875,找妈妈的小杰克,10,0,好看到找不出词来形容,2018-07-08 10:16:38
1876,_米林才子,10,0,达成成就: 在b站学生物    顺带一提:血小板是我的~,2018-07-08 10:17:57
1877,辜乐唔,10,0,呜呜呜超喜欢这个类型的！！！,2018-07-08 10:18:29
1878,詩詩ちゃん,10,0,硬核科普番，窝虽然是不太懂医学方面啦，但是总觉得好厉害,2018-07-08 10:19:28
1879,小野寺律哪,10,0,神作不解释，满分。,2018-07-08 10:19:34
1880,沧琉耀星,10,0,十分,2018-07-08 10:20:35
1881,Kamkua,10,0,血小板好可爱！！追了！,2018-07-08 10:22:09
1882,笑点低的馒头,10,0,看漫画的时候我就觉得这肯定要动画化的节奏。节奏剧情都很好。每种细胞都非常有特色,2018-07-08 10:22:15
1883,伊丙入的头,10,0,真好啊,2018-07-08 10:23:04
1884,病毒T,10,2,这个番让我找到了入宅的感觉,2018-07-08 10:23:58
1885,风见风轩,10,0,剧情很好看，科普也做得很完善，大力推荐ヽ(爱´∀‘爱)ノ,2018-07-08 10:25:00
1886,空城幻空,10,0,我想知道不给满分的理由是什么？～(￣▽￣～)~,2018-07-08 10:25:16
1887,我爱你呦，卡西姆！,8,0,先给四星看着...,2018-07-08 10:26:54
1888,刺闰土的西瓜,10,0,血小板赛高！！！,2018-07-08 10:27:01
1889,瑠璃___scp-cn-985,10,0,血小板好萌啊啊啊啊啊（话说男女主不留电话嘛,2018-07-08 10:27:31
1890,马猴拉拉幼儿园,10,0,早点出 我期末考生物就有救了(￣∇￣),2018-07-08 10:28:02
1891,Yonda,10,0,真好康,2018-07-08 10:29:09
1892,远坂路比,10,0,好番强推,2018-07-08 10:30:27
1893,追极1,10,0,激萌血小板，这可能就是萌出血了吧,2018-07-08 10:31:54
1894,Sakamoto_Michiyo,10,0,强推一波~  学生物呀,2018-07-08 10:32:31
1895,喜欢看搞笑视频的萌新,10,0,看完这番，弄得我想去学医(๑•ั็ω•็ั๑),2018-07-08 10:34:20
1896,四点十五,10,0,真的超级好看了，强烈推荐，完结撒花呜呜呜呜呜，我爱三十七兆细胞,2018-07-08 10:35:07
1897,初三萝莉控,10,0,虽然我是学药的，不过之前也有学过医学基础这门课，大致可以看懂一些,2018-07-08 10:36:03
1898,文非后琨,10,0,终于找到当初学生物的意义了！！,2018-07-08 10:38:23
1899,卍-JE,10,0,卡哇伊,2018-07-08 10:38:37
1900,悠麻Max,10,0,这番把好多医学大佬炸出來,2018-07-08 10:39:07
1901,角落里的老柒,10,0,血小板血小板，承包血小板,2018-07-08 10:39:49
1902,哔喱哔喱智能姬,8,0,我身体里会不会也有偷懒摸鱼路痴呆萌甚至想谈恋爱的细胞呢？,2018-07-08 10:40:28
1903,浑浑噩噩额,10,0,血小板太萌了，赞一个,2018-07-08 10:41:33
1904,高贵路人易易酱,10,0,硬核番剧,2018-07-08 10:41:57
1905,菲雪不太受,10,0,想学好生物吗？看这番就对了,2018-07-08 10:45:30
1906,紫色最萌,10,0,题材新颖,2018-07-08 10:49:02
1907,仙逝一夭,10,0,美妙的科普番,2018-07-08 10:50:30
1908,本晴雨媛,10,0,为Claris给五星好评！Σ,2018-07-08 10:52:19
1909,光军shana,10,0,很有意思，也很有学习意义的番,2018-07-08 10:53:52
1910,永远喜欢艾蕾酱,10,0,血小板我tm吹爆！,2018-07-08 10:55:12
1911,Nves,10,0,是时候复习一波生物了,2018-07-08 10:55:36
1912,米小兹,10,0,很可爱，值得看，更容易理解各种细胞作用,2018-07-08 10:56:51
1913,白色菲羽,10,0,超好看的，期待接下来的剧情，尤其是癌细胞那段。,2018-07-08 10:57:27
1914,坟上小草,10,0,嗷嗷嗷血小板好可爱！！我要复习一下生物了……,2018-07-08 10:57:40
1915,无聊颓废之人,10,0,有趣,2018-07-08 10:58:30
1916,狩猎の骑士,10,0,很有趣,2018-07-08 10:58:45
1917,一副耳机,10,0,喜欢不解释,2018-07-08 10:59:22
1918,Larkin逍,10,0,嗷嗷嗷嗷嗷，可爱死我了~,2018-07-08 10:59:37
1919,xx君不是小攻,10,0,你的细胞都这么认真的为你工作哈哈哈,2018-07-08 11:00:14
1920,心月半,10,0,血小板真可爱 (*/ω＼*),2018-07-08 11:00:20
1921,魁影噬魂～影,10,0,生物学,2018-07-08 11:01:03
1922,菲啊菲啊fly,10,0,非常好看,2018-07-08 11:01:33
1923,雨夜星海,10,0,感觉是为我们医学生专制的动画啊(ಥ_ಥ)老师再也不担心我们记不住辣,2018-07-08 11:03:38
1924,Marie_Antoinette,8,0,很好的番 声优请的都是名声优 创意也很不错 主要就是有一个问题 容易让人失血过多 不说了 我需要补充血小板了,2018-07-08 11:04:53
1925,樱桃不榨汁,10,0,很好看  虽然脑洞大了点,2018-07-08 11:05:13
1926,冰辉君,10,0,最喜欢白血球先生,2018-07-08 11:06:24
1927,pullsvivi,10,0,有趣啊！！！！,2018-07-08 11:07:24
1928,凝眸酸ice,10,0,没想到学的生物还有一天用到看番上,2018-07-08 11:07:27
1929,开车车的小杨,10,0,非常好看，从漫画开始就在看《工作细胞》了，超喜欢这种科普漫画结合的感觉，作为生竞狗，这部漫画也帮我巩固了不少知识，我超喜欢的~,2018-07-08 11:07:39
1930,Akamori,10,0,这个题材新颖呀。cv好好好。准医学狗追定此番！,2018-07-08 11:08:09
1931,孤乃萌新,10,0,终于，有人要日细胞了(ಡωಡ),2018-07-08 11:10:44
1932,你个傻diao,10,0,超好看,2018-07-08 11:10:52
1933,绝版。,10,0,太棒了！,2018-07-08 11:11:39
1934,ktti马小昭,10,0,真的好有趣呢！！！只有这个番的老公们是咱们真正拥有的233333333,2018-07-08 11:11:49
1935,我就试试-,10,0,剧情喜欢!!(´･ω･`),2018-07-08 11:12:18
1936,叁彡青,10,0,漫改来的赞了,2018-07-08 11:13:02
1937,STANE,10,0,硬核生物学，血小板萌一脸,2018-07-08 11:14:27
1938,八重潺流,10,0,18最好看的番！！追定了！~,2018-07-08 11:15:41
1939,文E君,10,0,很有意思嘿嘿,2018-07-08 11:17:06
1940,RinneOhara_,10,0,我的我的，全是我的！,2018-07-08 11:17:10
1941,-玛修_基列莱特-,10,0,我™要好好学习考上好高中然后补这番复习生物(∗ั∀ั∗)*。,2018-07-08 11:18:14
1942,泯灭大人,10,0,哈哈，都在看，准高三路过，生物讨论组里老师都在看，只是各位别生物高考写个杀手细胞哈,2018-07-08 11:19:09
1943,查德里火炮队击球手,10,0,很不错，二战考研医学微生物来顶一下！,2018-07-08 11:19:18
1944,松果里的猴子,10,0,我觉得很棒,2018-07-08 11:20:02
1945,高二病患者一枚,10,0,强烈推荐!血小板太萌了~\(≧▽≦)/~,2018-07-08 11:20:34
1946,不想被卖掉的橘子,10,0,大型生物补习番，好生动,2018-07-08 11:20:40
1947,墨染の星辰,10,0,第一次写短评，嘿嘿，我觉得工作细胞很不错，画质很高，剧情也不错，还能复习复习生物，hhh,2018-07-08 11:20:49
1948,ChenEnyuuuuuuu,10,0,很有趣啊，科普向的感觉非生物方面的人也可以看懂的感觉,2018-07-08 11:20:51
1949,一条大鲲,10,0,(*ﾟｪﾟ*),2018-07-08 11:21:31
1950,yjksn林檎,10,0,吹爆,2018-07-08 11:22:41
1951,,10,0,超级棒的一部科普番啊喂！,2018-07-08 11:22:50
1952,散仙盘胧,10,0,真的很不错哦,2018-07-08 11:23:26
1953,保镖皇后,10,0,推荐给生物老师会怎么样(滑稽),2018-07-08 11:23:38
1954,い陌小曦,10,0,优秀，新颖,2018-07-08 11:25:50
1955,糖帝豆豆,10,0,这是独一无二的创意,2018-07-08 11:26:00
1956,攻祈哟,10,0,香菜真可爱~,2018-07-08 11:26:12
1957,Decade丶戰鬼,10,0,又能科普知识人物设定又丰满剧情有搞笑肯定五星,2018-07-08 11:30:41
1958,Soul丶Missile,10,0,医学生福音,2018-07-08 11:30:56
1959,吃泡面的真谛,10,0,如果这番早出几年，我就是下一个生物学家,2018-07-08 11:31:52
1960,好爱辅助撒,10,0,萌啊,2018-07-08 11:32:46
1961,燃之理,10,0,好久没看到这么好玩的番了~不知怎么就想到了萌菌物语，也是很有趣的番呢,2018-07-08 11:32:49
1962,Jackbai1012,10,0,不多bb，血小板萌的过分了！！！,2018-07-08 11:33:31
1963,犬酱SAMA,10,0,画风可爱，还能复习生物知识……还很燃，五星好评嘿嘿,2018-07-08 11:33:33
1964,Larix.Alger,10,0,中性粒细胞识别的不是抗原，是“病原体相关分子模式“,2018-07-08 11:33:40
1965,浮°誇,10,0,血小板赛高！,2018-07-08 11:33:48
1966,陌亡教主,10,0,众观所有番，只有这一部的老婆是我真正拥有的,2018-07-08 11:34:06
1967,Vkynue,10,0,追就完事了,2018-07-08 11:34:07
1968,浪漫丶火灬舞,10,0,蛮好蛮好,2018-07-08 11:34:09
1969,我就我头像这表情,10,0,我无时无刻不在学习。。。。。,2018-07-08 11:35:06
1970,木有PSX,10,0,可以把人体细胞做成动画好看又可以科普知识,2018-07-08 11:35:08
1971,可爱的常陆茉子,10,0,血小板好可耐！！！快，我要血包，对，就是有血小板的那种！,2018-07-08 11:35:10
1972,Kxdtug,10,0,～(￣▽￣～)还能说什么，这番我追了,2018-07-08 11:35:44
1973,馒头片子,10,0,太有创意的番了。不仅学习了生物知识还能看番!没想到我身体住这么多小哥哥小姐姐，要保持健康才行呀。白细胞好帅！巨噬细胞好美！红细胞好可爱！血小板太萌了！！简直小天使！总之是必追番。,2018-07-08 11:35:48
1974,猫耳萝莉君,10,0,我体内的生活比我这个主人要丰富多彩到哪去了(｡ì _ í｡),2018-07-08 11:36:45
1975,赤川章鱼烧,10,0,大型生物复习番,2018-07-08 11:37:25
1976,怂又不服气,10,0,超喜欢,2018-07-08 11:38:19
1977,咕噜唧,10,0,好喜欢，期待好久了,2018-07-08 11:42:55
1978,看到我请催我去练琴,10,0,白细胞我老公(´ꑣ｀),2018-07-08 11:43:35
1979,千羽晓幻,10,0,血小板是我的，红细胞……（不会迷路）也是我的<(￣3￣)>哼！,2018-07-08 11:44:52
1980,于离子,10,0,又科普又可爱的番----请务必也回去看看漫画漫画也很赞的！,2018-07-08 11:45:05
1981,NOBONOBO,10,0,很好看，血小板超可爱｡◕‿◕｡,2018-07-08 11:45:31
1982,永远的二向箔,10,0,这是你从未见过的船新血小板，继宫保鸡丁后，红细胞也惨遭娘化！,2018-07-08 11:47:25
1983,雲遥子,10,0,很好的科普番,2018-07-08 11:47:32
1984,天堂的帕帕力莫,10,0,(╯°口°)╯(┴—┴要是我的生物课有怎么有趣还会不及格吗？,2018-07-08 11:47:50
1985,王不留行是味药,10,0,简直眼前一亮啊~这设定简直太棒了~顺便还能用学习生物知识~,2018-07-08 11:50:34
1986,会说话的死尸,10,0,可愛www,2018-07-08 11:50:51
1987,大江山悉皆杀之,10,0,爽到,2018-07-08 11:52:09
1988,湊阿缺,10,1,学习生物真TM开心啊！！！,2018-07-08 11:53:11
1989,风_铃,10,0,看到简介，想起了被微免与生化支配的恐惧,2018-07-08 11:54:04
1990,夜丶萤,10,0,看了第一集，很赞，,2018-07-08 11:57:08
1991,谜一样的阿萨斯,10,0,血小板也太萌了吧qwq,2018-07-08 11:57:14
1992,猫的薛定谔,10,0,血小板，可爱,2018-07-08 11:57:37
1993,白流砂,10,0,脑洞好大,2018-07-08 11:58:54
1994,冬の灯,10,0,硬核医学了解一下。,2018-07-08 11:59:34
1995,千色_,10,0,很不错的番啊,2018-07-08 12:00:42
1996,珠穆朗玛峰北坡,10,0,细胞恋爱了，可我还是个单身狗,2018-07-08 12:01:56
1997,南蛮渠魁,10,0,学习生物七年级下册！,2018-07-08 12:02:24
1998,白雾黑夜-,10,0,Σ(ﾟ∀ﾟﾉ)ﾉ意外很棒的科普番啊，脑洞很新颖,2018-07-08 12:02:26
1999,N格海绵,10,0,看过漫画，非常还原，期待后续,2018-07-08 12:02:51
2000,薮下柊,10,0,声优阵容、ClariS片尾演唱、喜欢的画风、超萌的血小板、认真的科普，太喜欢了！,2018-07-08 12:06:36
2001,寒川之紫菀,10,19,老娘追的第一部番就是它了！不过有个槽点...正常人每120s血流就能循环一周，那按这个速度女主怕是要提前被开除www下一集血小板大概是主角吧，期待～,2018-07-08 12:06:50
2002,我佛慈悲就很秀,10,0,不说了不说了对我们医学生真是太友好了( ˘•ω•˘ ),2018-07-08 12:08:04
2003,沐浅歌,10,0,看了勾起了我选生物的兴趣,2018-07-08 12:08:29
2004,四氯合铂酸二氯,10,0,很适合高考完的学生看,2018-07-08 12:09:42
2005,批战已卸回我也看不见,10,0,科普番剧，值得鼓励！,2018-07-08 12:10:48
2006,小耳垂公举,10,0,画风太可爱了吧！！,2018-07-08 12:11:19
2007,提拉米苏咖喱小樱桃,10,0,超级萌的番,2018-07-08 12:11:38
2008,天哀桑,10,0,即将扑街去医学院的孩砸来看看的,2018-07-08 12:13:16
2009,绘梨衣的,10,0,香菜香菜！！  血小板好可爱,2018-07-08 12:13:24
2010,筱俏夫丶ZS,10,0,以漫画的形式表现出人体内各种细胞的工作，很可耐，很形象（妈妈再也不用担心我的生物了）,2018-07-08 12:15:52
2011,嗝呆呆,10,0,承包血小板，太可爱，卡哇伊！,2018-07-08 12:17:35
2012,白羽飞龙,10,0,hhhhhh第一集就各种展开，相当有意见啊这部番，暑假就追这部了~,2018-07-08 12:17:37
2013,临沂淋雨,10,0,超超超好看,2018-07-08 12:19:03
2014,里表惟傲,10,0,近几年来题材最新颖的搞笑战斗番，期待后续有更爽的发展。,2018-07-08 12:21:04
2015,Mr_Shiro,10,0,给自己来一刀就是上万个香菜,2018-07-08 12:21:59
2016,白起的楚寒,10,0,画风很可爱的！,2018-07-08 12:22:11
2017,青奇兵,10,0,好看,2018-07-08 12:22:39
2018,今夕_远望,10,0,这。。。真是形象,2018-07-08 12:24:39
2019,木子_月月鸟,10,0,最高.....,2018-07-08 12:25:08
2020,来不及了呀,10,0,真好,2018-07-08 12:26:18
2021,方丈Sama,10,0,看得我热血肺疼！！,2018-07-08 12:26:21
2022,-zetton-,10,0,可爱到爆炸,2018-07-08 12:27:43
2023,無人以對,10,0,太好看了吧这也哈哈哈哈哈哈哈哈哈哈,2018-07-08 12:27:51
2024,莜面馄饨,6,0,创意加一星，细节加一星，人物形象加两星，特别地血小板加一星。剧情倒扣两星，不定期修改，如果后面有变的话,2018-07-08 12:29:00
2025,打死不减肥肥宅我最强,10,0,血小板好可爱。,2018-07-08 12:29:39
2026,霍泳延,10,0,谁说这是平成要完？这种硬核科普番才是我们需要的好番剧！满分追番开始！不过…能不能不要在我这只单身狗体内谈恋爱呢？,2018-07-08 12:31:03
2027,1米5公分的南球,10,0,我的生物有救了......,2018-07-08 12:33:18
2028,基督山伯文,10,0,很好看啊,2018-07-08 12:33:52
2029,Ns-Jr,10,0,超可爱！血小板太可爱了qwq,2018-07-08 12:34:37
2030,陌尘jun,10,0,满分满分  创意十足,2018-07-08 12:36:20
2031,豫章子,10,0,微观世界的拟人化，很棒,2018-07-08 12:37:36
2032,普天轮回,10,0,微观世界的日常,2018-07-08 12:37:36
2033,末日的迈克,10,0,有趣的番，即便有点无厘头，但是可以说是很生动了，果然还是毕业太早了hhh要不然真的就不用复习考试了,2018-07-08 12:37:44
2034,风飏小妖,10,0,一部细胞工作番炸出来多少医学科普大佬，哈哈哈哈，喜欢血小板，太可爱了（*/∇＼*）ψ(｀∇´)ψ,2018-07-08 12:38:39
2035,橘big侠,10,0,我的身体很精彩啊,2018-07-08 12:39:06
2036,莺泉_,10,0,我爱生物,2018-07-08 12:39:13
2037,梅涅鲁斯_大衮,10,0,很棒很棒，感觉很喜欢,2018-07-08 12:40:25
2038,三尺_,10,0,太可爱了●´∀｀)ノ,2018-07-08 12:41:43
2039,haohaoh4,10,0,血小板66,2018-07-08 12:42:44
2040,嘤落鬼,10,0,香菜果然配过没几个正常角色,2018-07-08 12:43:33
2041,梦幻の火羽,10,0,想多学东西的话可以去看长评哦，把科普评论都顶上~！！,2018-07-08 12:45:33
2042,pinkieMew,8,4,血小板萌翻了，但是一想到身体的凝血机制，呃，我还是好好看书复习吧，期待下面的剧情。唉，白细胞和红细胞都活不长久呢，他们不会组cp了。。。,2018-07-08 12:46:34
2043,热可可_Cocoa,10,0,喔喔~这部番很有趣~白血球作战也超帅的ww,2018-07-08 12:47:02
2044,某不想拯救人理的御主,10,0,为了血小板！为了巨噬细胞！,2018-07-08 12:47:23
2045,仔仔大爱某黑猫,10,0,最新周指活，没有血小板和血红球我要死(本来就会死）啦！说真一句，血小板真的太可爱了www！还感觉像某只zura丸www。顺便一说ED是我很喜欢的组合Claris所唱的，真心点赞！,2018-07-08 12:49:41
2046,Shisking,10,0,血小板太萌了\(//∇//)\,2018-07-08 12:50:59
2047,泠均-夜梨激推し,10,0,能在追番的同时科普也是蛮有趣的，一年前从微博上看到就表示要追的了！周指活！,2018-07-08 12:52:55
2048,キウィ_,10,0,生物学生疯狂支持！,2018-07-08 12:54:17
2049,水香微澜,10,0,好看吖，一大早看到更新就忍不住点开了，本来上班都来不及却硬是看完了（看的过程中完全觉得只过了几分钟！！果然好番会让人忘记时间的流逝）~~~,2018-07-08 12:54:46
2050,在四月的谎言中,10,0,香菜在我体内吗,2018-07-08 12:56:27
2051,万睡万万睡,10,0,题材新颖 追！！！,2018-07-08 12:56:35
2052,喜欢渡边曜的雪哉,10,0,周指活,2018-07-08 12:56:51
2053,Tanasi,10,37,看这番告诉你一个道理，平时要注意身体健康，要是不小心受个伤也得累死你几千万个老婆,2018-07-08 12:57:14
2054,alpacadarwin,10,0,一部很不错的番就犯了错血应该是绿色的呀红色不是在误导吗（讽刺）,2018-07-08 12:57:39
2055,星空の辉迹,10,0,有趣的故事配上严谨的科普，还有各式各样的细胞人物，这是一个无论任何人不喜欢也绝不会讨厌的番剧。反正，我的电波和它对上了。,2018-07-08 12:59:21
2056,叶不知处,10,0,超喜欢血小板的，卡哇伊ฅฅ*。白血球也很帅气ପ( ˘ᵕ˘ ) ੭,2018-07-08 13:02:35
2057,踏马der汉子,10,0,超棒！！！作为医学狗好多基础知识都忘了，惭愧惭愧,2018-07-08 13:05:06
2058,拉二hhhh,10,0,感觉不错诶～,2018-07-08 13:08:58
2059,你歪哥Y_Kev,10,0,我的生物有救了,2018-07-08 13:09:37
2060,言殊ii,10,0,这部番局十分推荐题材新颖而且不靠黑神残照样做到了神番的地位了 真的相当相当 相当不错的一部番值得一看,2018-07-08 13:10:54
2061,求中奖の非酋Cabal,10,0,科普番，不多说，很好看就是了,2018-07-08 13:10:55
2062,翻不动身的咸鱼啊,10,0,这个新番很值啦 人设十分新颖 cv配置一流 画风和背景什么的更不用说了 就是很赞啦！,2018-07-08 13:13:03
2063,冰雪轮回,10,0,以后不能随便处理伤口了，得好好的善待血小板（比如舔，划掉）,2018-07-08 13:13:16
2064,兩儀式イ,10,0,还可以，解释了人体各种器官的运作,2018-07-08 13:13:37
2065,夏目NatsumeTakashi,10,0,超级有意思哈哈,2018-07-08 13:14:48
